Nama Satuan Pendidikan,NPSN,Bentuk Pendidikan,Status Sekolah,Alamat,Desa,Kecamatan,Lintang,Bujur,PD_L,PD_P,PD_Total,Guru,Tendik
TK AL MUSRI1,70062669,TK,Swasta,KP. KUBANG RT 003 RW 006,Puncaksari,Sindangkerta,.000000000000,.000000000000,0,0,0,null,null
TK AL PANKULI,69835751,TK,Swasta,JL. SARIWANGI RT.02/08,Sariwangi,Parongpong,-6.864235000000,107.570105000000,21,17,38,2,1
TK AL QOMARUN,70003497,TK,Swasta,KP. BABAKAN PARI RT 04 RW 05,Batujajar Timur,Batujajar,-6.912549000000,107.505795600000,0,0,0,null,null
TK AL RASYID,70050108,TK,Swasta,Kp. Neglasari RT. 003 RW. 006,Pasirpogor,Sindangkerta,.000000000000,.000000000000,14,13,27,2,2
TK AL ZHAFRAH,69996120,TK,Swasta,Perum Bumi Citra Indah Blok N7 RT.05 RW.06,Pataruman,Cihampelas,-6.943293400000,107.492554600000,16,19,35,4,2
TK AL-AKMAL,20267435,TK,Swasta,JL BATUJAJAR NO 389,Galanggang,Batujajar,-6.918200000000,107.491400000000,30,29,59,6,1
TK AL-HANIF,70042704,TK,Swasta,Kp. Warung Domba RT. 002 RW. 001,Mandalamukti,Cikalongwetan,.000000000000,.000000000000,0,0,0,1,1
TK AL-HASANAH,70028450,TK,Swasta,Kp. Pamucatan Rt.003 Rw.001,Gunungmasigit,Cipatat,.000000000000,.000000000000,12,14,26,3,1
TK AL-IKHLASH CIKAWUNG,69966935,TK,Swasta,Kp. Ciimba Rt.03 Rw.08,Sukamulya,Cipongkor,-6.958800000000,107.403400000000,18,16,34,2,1
TK AL-IKHWAN,69882683,TK,Swasta,Jl.Cimareme No. 290 B RT.04/01 Kec.Ngamprah,Cimareme,Ngamprah,-6.809900000000,107.507200000000,27,26,53,4,1
TK AL-LATIEF NURSALAM,69956362,TK,Swasta,Kp. Cihamirung No. 16 RT.005 RW.004,Mekarjaya,Cihampelas,-6.907508100000,107.441636800000,14,12,26,1,2
TK AL-MASRUROH,69872163,TK,Swasta,JL. PURWAKARTA KP. GEMBOL,Kertamulya,Padalarang,-6.839000000000,107.486300000000,12,6,18,3,0
TK Al-Mutadarisin,69835828,TK,Swasta,Sindangwargi,Cicangkang Girang,Sindangkerta,-6.994913600000,107.401167500000,26,19,45,3,2
TK ALAM AISYIYAH BUSTANUL ATHFAL LEMBANG,70062372,TK,Swasta,"Kavling Addanu, Jl. Cisaroni RT. 004 RW. 008",Cikahuripan,Lembang,.000000000000,.000000000000,0,0,0,2,1
TK ALIFYA,20267436,TK,Swasta,JL GUNUNG MASIGIT,Gunungmasigit,Cipatat,-6.831249000000,107.438537000000,50,39,89,7,1
TK ALIFYA 2,69891468,TK,Swasta,CIWALAHIR RT 01 RW 07,Cirawamekar,Cipatat,-6.838000000000,107.437900000000,0,0,0,null,null
TK ALIIFAH,20267437,TK,Swasta,Jl. Buni Asih RT.03 RW.10,Langensari,Lembang,-6.814616200000,107.672831000000,85,83,168,9,2
TK AMAL KELUARGA,69835750,TK,Swasta,Jl. Cigugur Girang No. 297,Cigugur Girang,Parongpong,-6.822271000000,107.579511800000,12,17,29,1,1
TK AMANAH,20279844,TK,Swasta,JL. BAKTI SEJATI NO.23 KP. BATUREOK  NO.23 RT.01 RW.09,Gudangkahuripan,Lembang,-6.820800000000,107.612200000000,24,18,42,2,1
TK AN - NUR,69891464,TK,Swasta,KP CIBODAS RT.04 RW.07,Pangauban,Batujajar,-6.903539000000,107.454374000000,26,26,52,3,1
TK AN NIDA,69835718,TK,Swasta,KP. SUKAGUNA RT.02  RW.07,Mekarjaya,Cihampelas,-6.917600000000,107.447700000000,21,24,45,3,1
TK ANAK CEMERLANG,70023712,TK,Swasta,Kp. Cibungur No 1 RT 003 RW 007,Sarinagen,Cipongkor,-6.935700000000,107.358200000000,14,15,29,2,1
TK ANANDA,69872162,TK,Swasta,Kp. Cihaliwung wetan Rt.01 Rw.08,Kertamulya,Padalarang,-5.433760000000,114.435396000000,6,12,18,3,1
TK ANGGREK,69917791,TK,Swasta,Kp. Tambakan RT.01 RT.04,Cipatik,Cihampelas,-6.949942500000,107.482325100000,64,46,110,4,1
TK ANGGREK UNGU,69836173,TK,Swasta,KP. PAOJAN RT 002 RW 010,Situwangi,Cihampelas,-6.943807500000,107.492957500000,25,30,55,3,1
TK AR RAZKY,70055630,TK,Swasta,Kp. Pasirkadu RT. 001 RW. 008,Mukapayung,Cililin,-6.984300000000,107.461800000000,8,12,20,2,1
TK AR ROHMAH,70048383,TK,Swasta,Blok Ranca RT. 003 RW. 002,Batujajar Barat,Batujajar,.000000000000,.000000000000,7,10,17,2,2
TK AR ROOFIAH,69873720,TK,Swasta,CIHAMPELAS RT. 05 / 04,Bojongkoneng,Ngamprah,-5.443869000000,114.426244000000,16,9,25,1,1
TK AR-RASYID,70031199,TK,Swasta,Kp. Liunggunung Rt.001 Rw.016,Gunungmasigit,Cipatat,.000000000000,.000000000000,6,9,15,2,1
TK ARRAHMAN,69835723,TK,Swasta,BABAKAN PARI RT 02/04,Batujajar Timur,Batujajar,-6.907800000000,107.504500000000,14,16,30,4,2
TK ARROHMAH AL BAROKAH,70058155,TK,Swasta,Kp. Cibeber Hilir RT. 001 RW. 004,Giriasih,Batujajar,.000000000000,.000000000000,0,0,0,5,2
TK ARSYAKAYLA,70038219,TK,Swasta,Kp. Sasak RT. 002 RW. 006,Cijenuk,Cipongkor,.000000000000,.000000000000,14,11,25,2,1
TK AS SALAAM,69917393,TK,Swasta,Kp. Cibogo No.17 Rt.05 Rw.04,Citatah,Cipatat,-6.834455000000,107.425807400000,33,29,62,3,1
TK AS SHULA,69970704,TK,Swasta,Kp. Malaka Jl. Raya Sindangkerta RT.001 RW.012,Sindangkerta,Sindangkerta,-7.031112500000,107.434067500000,15,16,31,1,1
TK ASH SHIDIQ,20267443,TK,Swasta,JL.TERS.SERSAN BAJURI,Cihideung,Parongpong,-6.832000000000,107.596100000000,24,25,49,2,1
TK ASH SHODIQIYYAH,20267446,TK,Swasta,BLOK BABAKAN SARI NO.53,Batujajar Barat,Batujajar,-6.917800000000,107.493700000000,33,25,58,3,1
TK ASHABUL KAHFI,20267445,TK,Swasta,JL PASIR PAKU,Giriasih,Batujajar,-6.906100000000,107.502500000000,24,21,45,2,1
TK ASSALAM,20267447,TK,Swasta,JL.CIGUGUR GIRANG NO.16A,Cigugur Girang,Parongpong,-6.838100000000,107.585500000000,27,25,52,6,1
TK ASSALAM,70011853,TK,Swasta,Kp. Cidadap RT. 02/05,Mekarwangi,Sindangkerta,-7.070800000000,107.382700000000,30,42,72,4,1
TK AT TAQWA,70055585,TK,Swasta,Kp. Haurngambang RT. 003 RW. 006,Batujajar Timur,Batujajar,-6.912300000000,107.510300000000,38,23,61,2,1
TK AT- TAUFIQ,69891467,TK,Swasta,KP KEBON KALAPA RT 02 RW 03,Cipatat,Cipatat,-6.823400000000,107.385000000000,26,32,58,3,1
TK BAABUSSALAM,70057939,TK,Swasta,Kp. kebon Kalapa No 56 RT 02 RW 02,Cimareme,Ngamprah,.000000000000,.000000000000,0,1,1,1,1
TK BAITUL MANSYURIN,70061806,TK,Swasta,Kp. Kancah RT.001 RW.013,Cihideung,Parongpong,.000000000000,.000000000000,0,0,0,1,0
TK Bella,70052890,TK,Swasta,Kp. Warungdomba RT.01 RW.05 Desa Mandalamukti,Mandalamukti,Cikalongwetan,.000000000000,.000000000000,2,7,9,0,1
TK BHINA SWAKARYA,69891514,TK,Swasta,KP.SEKETANDO DESA CANGKORAH,Cangkorah,Batujajar,-6.886000000000,107.472400000000,47,31,78,4,1
TK BINA BAKAT MANDIRI I,20267451,TK,Swasta,JL BUKANAGARA NO 8,Pagerwangi,Lembang,-6.823679200000,107.636790000000,14,13,27,2,1
TK BINA BAKAT MANDIRI II,20267452,TK,Swasta,JL.KOL.MASTURI NO. 14 RT.02 RW.06,Cikahuripan,Lembang,-6.817100000000,107.604500000000,36,21,57,2,1
TK BINA BANGSA ASH SHIDIQ,20267450,TK,Swasta,Kp. Cileutik Rt 04 Rw 17,Mukapayung,Cililin,-6.980826600000,107.438993500000,17,14,31,2,2
TK BINA IHSANI,70063670,TK,Swasta,Kp. Buninagara RT. 005 RW. 002,,Sindangkerta,.000000000000,.000000000000,0,0,0,null,null
TK BINA INSAN MANDIRI,69967851,TK,Swasta,Kp. Ciwantani Rt.05/ Rw.17,Cilame,Ngamprah,-6.833494500000,107.520653800000,26,21,47,2,1
TK BINA INSAN QURANI,69993037,TK,Swasta,PERUM ALAM SANGGAR INDAH CLUSTER KEMUNING 64 NO.8,Citapen,Cihampelas,-6.942800000000,107.492300000000,23,22,45,2,1
TK BINA INSANI,20267453,TK,Swasta,JL DAM SAGULING Ds. Saguling,SAGULING,Saguling,-6.893300000000,107.362400000000,10,13,23,2,2
TK BINA MANDIRI II,20267454,TK,Swasta,PPI Blok A3 Jl. Anis No.10-11 RT.02 RW.22,Padalarang,Padalarang,-6.848500000000,107.476800000000,7,7,14,1,1
TK BPP CITRA RESMI III,20267459,TK,Swasta,"Jl. Raya Lembang km,12 ,6  Kp. Cihideung RT.04 RW.04",Gudangkahuripan,Lembang,-6.833577000000,107.604185000000,7,2,9,1,1
TK BUKIT PERMATA,20267460,TK,Swasta,Jl. Sumur Bor Rt.01/04,Cilame,Ngamprah,-6.855450000000,107.513148000000,13,13,26,2,1
TK BUNDA FLORIA,70031498,TK,Swasta,Jl. Pangkalan No.03 RT.001 RW.010,Sariwangi,Parongpong,.000000000000,.000000000000,44,30,74,9,1
TK BUNDA LIA INSIDI,20267461,TK,Swasta,Jl. Cimerang No. 24  RT 01  RW 05,Cimerang,Padalarang,-5.443800000000,114.421100000000,14,17,31,2,1
