Nama Satuan Pendidikan,NPSN,Bentuk Pendidikan,Status Sekolah,Alamat,Desa,Kecamatan,Lintang,Bujur,PD_L,PD_P,PD_Total,Guru,Tendik
KOBER PERMATA HATI,69891487,KB,Swasta,Kp. Sampih  RT. 02 / 02,Tamanjaya,Gununghalu,-7.006235100000,107.301031200000,10,9,19,2,3
KOBER RAUDHO TUSHIBIYAN,69835844,KB,Swasta,KP. DENGKENG RT 05 RW 03,Rancapanggung,Cililin,-7.776309000000,110.595160000000,22,24,46,2,1
KOBER RIMBA LESTARI,69835792,KB,Swasta,KP. PASIR JEUNGJING RT. 01 / 21,Gununghalu,Gununghalu,-7.066316300000,107.308145800000,20,8,28,3,2
KOBER ROOFID,70048215,KB,Swasta,Kp. Mokla RT. 2 RW. 13,Cihanjuang Rahayu,Parongpong,.000000000000,.000000000000,11,7,18,1,2
KOBER SIRNAGALIH,69973773,KB,Swasta,Kp. Pasirmalaka Rt 01/04 Ds. Karanganyar,Karanganyar,Cililin,-6.934200000000,107.398200000000,7,10,17,3,1
KOBER SYARIF-HIDAYATULLOH,69835781,KB,Swasta,Kp.Cigentong   RT.01 RW.09,Tamanjaya,Gununghalu,-7.023453100000,107.227654100000,10,13,23,2,0
KOBER TA LIMUSHIBYAN,69835845,KB,Swasta,LEBAK SUMUR RT 04 RW 07,Rancapanggung,Cililin,-6.996225000000,107.439444000000,15,7,22,3,0
KOBER TUNAS HARAPAN,69938980,KB,Swasta,Kp. Talun Rt.01/08,Ciptaharja,Cipatat,-6.832208700000,107.388089900000,31,35,66,2,0
KOBER WADISALAM,69943174,KB,Swasta,Kp. Cibadak Rt.02/ Rw.16,Tamanjaya,Gununghalu,-7.031657600000,107.231079400000,18,28,46,3,2
KOBERAT-TARIQH,69882685,KB,Swasta,CIBURUY,Citalem,Cipongkor,-6.950700000000,107.397900000000,41,19,60,4,0
LESTARI,69836051,KB,Swasta,PONDOK,Pasirlangu,Cisarua,-6.797511300000,107.505578800000,26,26,52,1,1
MANDALA,69836397,SPS,Swasta,KP. CIPEUSING RT. 01 / 13,Mandalamukti,Cikalongwetan,-6.755900000000,107.454900000000,11,13,24,3,1
MANGGIS,69836405,SPS,Swasta,PERUM CIMANGU PERMAI RT. 10 / 04,Cikalong,Cikalongwetan,-6.759728200000,107.452502700000,5,7,12,1,1
Mawar,69891490,KB,Swasta,Kp. Pasir Karamat .Rt.02/08,Puncaksari,Sindangkerta,-6.997800000000,107.410900000000,11,14,25,1,1
MAWAR,69836376,SPS,Swasta,KP. CIPEUTI RT. 02 / 02,Kanangasari,Cikalongwetan,-6.760800000000,107.399200000000,7,4,11,1,1
MEKAR HARAPAN,69836387,SPS,Swasta,LEMBANG DANO RT. 01 / 02,Cipada,Cikalongwetan,-6.775400000000,107.454600000000,18,20,38,3,2
MELATI,69836033,KB,Swasta,Jl. TUGU RT. 01/08 CIHANJUANG RAHAYU,Cihanjuang Rahayu,Parongpong,-6.822200000000,107.577500000000,6,14,20,2,1
MELATI,69836392,SPS,Swasta,CILEULEUY RT. 02 / 07,Cipada,Cikalongwetan,-6.771415000000,107.504793000000,8,11,19,3,1
MELATI,69836124,SPS,Swasta,Kp. Bojong Lame RT.03 RW.15,Cibitung,Rongga,-7.006764900000,107.259158000000,27,23,50,2,1
MELATI,69835771,KB,Swasta,KP. BOJONGLAME,Cibitung,Rongga,-6.998165800000,107.248461600000,28,28,56,4,2
MERPATI,69891603,SPS,Swasta,KP. GADOD RT. 01 / 12,Cipada,Cikalongwetan,-6.762657000000,107.471620000000,12,8,20,1,1
MIFTAHUL FALAH,69836416,SPS,Swasta,KP. TENGGEK RT. 03 / 04,Wangunjaya,Cikalongwetan,-6.726320000000,107.468133000000,27,28,55,4,1
MIFTAHUL FALAH 1,69836414,SPS,Swasta,Parakan Kadu Rt 03 Rw 06,Wangunjaya,Cikalongwetan,-6.770646800000,107.420839300000,4,10,14,2,1
Miftahul Fitri,69835837,KB,Swasta,Kp. Gunung Sanggar RT.03 RW.08,Sindangkerta,Sindangkerta,-5.443757000000,114.421127000000,25,21,46,2,1
Miftahul Huda Al-Barokah,69891587,SPS,Swasta,Kp. Cirawa RT 01 RW 14,Cirawamekar,Cipatat,-6.812325000000,107.383032000000,26,20,46,1,1
MIFTAHUL IMAN,69836076,KB,Swasta,CIJATI RT 03 RW 11,Jatimekar,Cipeundeuy,-6.754807600000,107.363329300000,15,14,29,1,1
MIFTAHUL JANNAH,69835859,KB,Swasta,SUKATANI RT. 03/05,Cililin,Cililin,-6.941000000000,107.457800000000,5,9,14,2,1
MIFTAHUL ULUM,69836378,SPS,Swasta,CIMENTENG RT. 01/ 08,Kanangasari,Cikalongwetan,-6.762200000000,107.410700000000,11,8,19,2,1
MITRA BERSAMA,69836302,SPS,Swasta,KP MOKLA,Cihanjuang Rahayu,Parongpong,-6.806100000000,107.576500000000,5,1,6,0,1
MUKHTARUL HUDA,69836379,SPS,Swasta,KP. CIGENTUR RT. 02 / 01,Mandalasari,Cikalongwetan,-6.761900000000,107.449400000000,17,21,38,3,1
MUTIARA IBU,69835950,KB,Swasta,KP. WARUNG TIWU RT. 02 /16,Citatah,Cipatat,-6.803747900000,107.414698900000,15,14,29,2,1
NURAENI,69836058,KB,Swasta,CIGANDA,Rende,Cikalongwetan,-5.443757000000,114.421127000000,40,47,87,4,1
NURUL ALAM,69836071,KB,Swasta,SINDANG PALAY RT. 001 RW. 010,Sirnaraja,Cipeundeuy,-6.775080000000,107.378654000000,11,10,21,1,2
NURUL FALAH,69835869,KB,Swasta,SAAR MUTIARA RT 03 RW 06,Karangtanjung,Cililin,-5.443757000000,114.421127000000,6,6,12,0,1
NURUL FALAH AL-KAMILAH,69836231,SPS,Swasta,KP. CIMEGA RT. 01/06,Sarinagen,Cipongkor,-6.940917600000,107.360391400000,12,11,23,1,2
NURUL HASANAH,69836412,SPS,Swasta,Perum Mandalasari RT 0 RW 16,Mandalasari,Cikalongwetan,-6.763000000000,107.447000000000,5,3,8,2,1
NURUL HIDAYAH,69836054,KB,Swasta,CIKUBANG RTT. 02/17,Mandalamukti,Cikalongwetan,-6.703676600000,107.451208700000,14,9,23,3,2
NURUL HIKMAH,69836075,KB,Swasta,CILANGKAP,Jatimekar,Cipeundeuy,-6.767107500000,107.378585500000,34,30,64,4,1
NURUL HUDA,69891500,KB,Swasta,Kp. Cirateun RT. 02 / 19,Mukapayung,Cililin,-6.986200000000,107.461600000000,13,23,36,null,null
NURUL HUDA SUKASARI,69836155,SPS,Swasta,KP. CIBODAS RT 02 RW 08,Nanggerang,Cililin,-5.443757000000,114.421127000000,15,6,21,3,0
NURUL KHOIR,69835803,KB,Swasta,RAYA MAJLIS RT. 03 / 13,Celak,Gununghalu,-7.006271000000,107.354648200000,12,12,24,2,1
NUSANTARA,69836032,KB,Swasta,KP. CIBALIGO JL. PLN N0.183 RT. 05/01,Cihanjuang,Parongpong,-6.787566700000,107.586637900000,47,43,90,3,1
PAUD AL-ISTIKOMAH,69836078,KB,Swasta,Kampung Ciwaru Rt 03 Rw 08,Bojongmekar,Cipeundeuy,-6.754577200000,107.367243200000,19,29,48,1,1
PAUD ALHIDAYAH,69836090,KB,Swasta,KP CIJAWA,Sukahaji,Cipeundeuy,-6.731999000000,107.379969000000,12,7,19,2,0
PAUD KOBER KITABUNAA,70054061,KB,Swasta,Komplek Puri Indah Cihampelas Blok E10 No.1 RT. 007 RW. 005,Citapen,Cihampelas,-6.943400000000,107.501000000000,14,18,32,1,1
PAUD MAWAR MELATI III,69836352,SPS,Swasta,JL. TANGKUBAN PERAHU KP. CIBURIAL RT. 03 / 03,Cibogo,Lembang,-6.820485800000,107.627458700000,9,8,17,0,2
PAUDIYAH,69836014,KB,Swasta,KOMP. PADASUKA INDAH II C NO. 25,Gadobangkong,Ngamprah,-6.871568000000,107.521785000000,8,17,25,2,0
PERMATA BUNDA,69836419,SPS,Swasta,KP. CITEMBONG DESA MARGALUYU,Margaluyu,Cipeundeuy,-6.715440900000,107.378228300000,14,15,29,2,1
PERMATA HANJUANG,69836301,SPS,Swasta,KOMP. BUMI HANJUANG,Cihanjuang,Parongpong,-6.815700000000,107.605700000000,11,7,18,2,1
PKBM 368,P9999163,PKBM,Swasta,Jl. Raya Polban Komp. Setra Regenci No.B16,Ciwaruga,Parongpong,.000000000000,.000000000000,36,32,68,4,2
PKBM AL - AZZAM,P2964627,PKBM,Swasta,Kp. Tegallaja Rt.02 Rw.10,Celak,Gununghalu,-6.991300000000,107.348200000000,5,2,7,5,1
PKBM AL HIKMAH,P2964701,PKBM,Swasta,Kp. Cipait,GIRIMUKTI,Saguling,-6.883100000000,107.421500000000,76,36,112,4,1
PKBM AL KAROMAH,P2970330,PKBM,Swasta,Kp. Manapa Rt.01 Rw.04,Karangtanjung,Cililin,-6.942899000000,107.470176000000,94,51,145,5,0
PKBM AL-Barokah,P2964645,PKBM,Swasta,Kp. Pasirnangka,Mekarwangi,Sindangkerta,-6.818300000000,107.445000000000,107,42,149,3,1
PKBM AL-BAYAN,P2964694,PKBM,Swasta,Kp. Cikiray Hilir RT.05 RW.14,Nanggeleng,Cipeundeuy,-6.766100000000,107.355600000000,185,189,374,0,1
PKBM AL-UM INDONESIA,P2964660,PKBM,Swasta,Kp. Cihampelas,Cihampelas,Cihampelas,-6.929362800000,107.534911600000,105,66,171,5,1
PKBM AN-NUR HARAPAN IBU,P2964693,PKBM,Swasta,Kp.Cipanjak Rt.04 Rw.11,Cigugur Girang,Parongpong,-6.845173900000,107.581350100000,128,94,222,2,0
PKBM ANUGRAH,P2964625,PKBM,Swasta,Kp. Cinangka Rt.01 Rw.09,Margalaksana,Cipeundeuy,-6.728600000000,107.339400000000,209,163,372,1,1
PKBM AR-ROSYD ASSAMAD RENDE,P9970451,PKBM,Swasta,Kp. Ciganda  Rt.04 Rw.03,Rende,Cikalongwetan,-6.735500000000,107.398500000000,167,142,309,8,1
PKBM AR-ROZAQ,P9926371,PKBM,Swasta,KP. SINDANGWARGI 02/12 DESA CICANGKANGGIRANG KEC. SINDANGKERTA KAB. BANDUNG BARA,Cicangkang Girang,Sindangkerta,-6.999776000000,107.378879000000,49,28,77,2,0
PKBM ASH-SHODDIQ,P9926439,PKBM,Swasta,Kp. Babakan Bandung Rt.02 Rw.10,Pagerwangi,Lembang,-6.834900000000,107.620900000000,214,224,438,13,4
PKBM AT TAUHID,P9997169,PKBM,Swasta,Kp.Sukaraja No.35 Rt.03 Rw.05,Pasirlangu,Cisarua,.000000000000,.000000000000,217,122,339,1,1
PKBM AZ-ZAHRO,P9998674,PKBM,Swasta,Jl. Stasion Rajamandala No. 01 Kp. Kaum RT.001 RW. 011,Mandalasari,Cipatat,-6.830800000000,107.347400000000,32,16,48,null,null
PKBM AZ-ZAUQINA,P9957018,PKBM,Swasta,Jl. Raya Cililin No.59 Kp. Pasirmeong Rt.03 Rw.04,Cililin,Cililin,-6.978900000000,107.457700000000,95,81,176,3,4
PKBM BAETURAHMAN,P2964709,PKBM,Swasta,Kp. Tugu III Rt.02 Rw.06,Pasirhalang,Cisarua,-6.819800000000,107.573700000000,96,65,161,null,null
PKBM BERDIKARI,P2964700,PKBM,Swasta,Kp. Kawung Luwuk Rt.01 Rw.01,Sukamanah,Rongga,-6.987900000000,107.279700000000,80,106,186,4,2
PKBM BHINA SWAKARYA,P2964666,PKBM,Swasta,Jl. Raya Batujajar Timur No. 223 Rt.01 Rw.09,Batujajar Timur,Batujajar,-6.915200000000,107.496400000000,171,137,308,4,1
PKBM Bina Bangsa Berkarakter,P9957021,PKBM,Swasta,Kampung Cilimus Rt.02 Rw.03,Padaasih,Cisarua,-6.821100000000,107.561600000000,20,30,50,13,1
PKBM BINA INSANI,P2964712,PKBM,Swasta,Kp. Cibolang RT.005 RW.003,Sadangmekar,Cisarua,-6.819800000000,107.573700000000,203,148,351,3,1
PKBM BINA TERAMPIL MANDIRI,P2964699,PKBM,Swasta,Jl. Mekartani No.164 Rt.04 Rw.05,Kertawangi,Cisarua,-6.800400000000,107.572100000000,41,36,77,11,2
PKBM BINAKARYA,P2964643,PKBM,Swasta,Kp. Nyenang Rt. 02 Rw. 03,Nyenang,Cipeundeuy,-6.697500000000,107.365300000000,39,22,61,1,2
PKBM CAHAYA KAHURIPAN BANGSA,P9957033,PKBM,Swasta,Jl. Maribaya No.1 Ruko Central Blok B-6 Rt.01 Rw.01,Jayagiri,Lembang,-6.814500000000,107.623500000000,350,306,656,6,1
PKBM CERIA,P2971198,PKBM,Swasta,Jl. Dago Giri No. 90 RT. 001 RW. 006,Mekarwangi,Lembang,.000000000000,.000000000000,0,0,0,1,0
PKBM CITATAH ENDAH,P2964359,PKBM,Swasta,Kp. Cicocok Rt.03 Rw.03,Citatah,Cipatat,-6.835700000000,107.427400000000,318,204,522,4,1
PKBM CIWANGUN SEJAHTERA,P2964127,PKBM,Swasta,Kp. Cisauheun Rt. 03 Rw. 03,Sukahaji,Cipeundeuy,-6.697500000000,107.365300000000,16,8,24,2,1
PKBM FATHUL ULUM,P9999694,PKBM,Swasta,Kp. Pojok RT. 003 RW. 011,Situwangi,Cihampelas,-6.956000000000,107.497400000000,85,67,152,4,4
PKBM GEGER SUNTEN,P2964711,PKBM,Swasta,Jl. Maribaya Timur KM.13 Kp. Cibodas Rt.03/05,Suntenjaya,Lembang,-6.828400000000,107.697900000000,48,37,85,10,2
PKBM HUSNUL KHOTIMAH,P2964508,PKBM,Swasta,Kp. Sinar Mukti Rt.03 Rw.3,Selacau,Batujajar,-6.895282000000,107.430134000000,185,75,260,9,3
PKBM INSAN MANDIRI,P9970291,PKBM,Swasta,Kp. Sukaratu RT.03 RW.02 Desa Celak Kec. Gununghalu,Celak,Gununghalu,-7.010900000000,107.342900000000,132,125,257,2,0
PKBM JAYAGIRI,P2964696,PKBM,Swasta,Jl. Jayagiri No.93 Rt.03 Rw.13,Jayagiri,Lembang,-6.811500000000,107.617200000000,95,66,161,4,2
PKBM KENCANA,P2964318,PKBM,Swasta,KP. CIKADU RT.03 RW.14,Ciburuy,Padalarang,-6.829100000000,107.467400000000,114,61,175,3,0
PKBM KONENGSARI,P2964708,PKBM,Swasta,Kp.Warung Awi Rt.04 Rw.07,Bojongkoneng,Ngamprah,-6.822919000000,107.480838000000,147,104,251,4,1
PKBM LAM ALIF,P2964635,PKBM,Swasta,Jl. Ciraja Rt.02 Rw.04,Mandalasari,Cikalongwetan,-6.766800000000,107.452600000000,217,153,370,1,0
PKBM MANDIRI SEJAHTERA,P2964710,PKBM,Swasta,Kp. Cicalengka RT.003 RW.004,Mekarmukti,Cihampelas,-6.931800000000,107.464500000000,83,49,132,0,1
PKBM MEKAR SARI,P2964356,PKBM,Swasta,LETKOL GA MANULANG NO.63 RT.02 RW.04,Padalarang,Padalarang,-6.840800000000,107.481300000000,54,32,86,6,4
PKBM MELATI 01,P2964665,PKBM,Swasta,Kp. Cibinong Rt. 01 Rw. 01,Tanjungwangi,Cihampelas,-6.952300000000,107.483700000000,88,83,171,3,1
PKBM MITRA INSANI,P9957019,PKBM,Swasta,Jl. Paris Ipis Rt.02 Rw.17,Jayagiri,Lembang,-6.795224000000,107.660681700000,51,39,90,1,1
PKBM Nurul Amanah,P2964931,PKBM,Swasta,Kp. Cihamirung Rt.01 Rw.01,Sukamulya,Cipongkor,-6.943173000000,107.366055000000,166,125,291,8,2
PKBM PELANGI,P2964713,PKBM,Swasta,Kp. Pasar Rt.03 Rw.09,Pataruman,Cihampelas,-6.939900000000,107.512500000000,29,43,72,2,2
PKBM ROSADA,P2964644,PKBM,Swasta,Kp. Pasirteureup Rt.02 Rw.03,Cijenuk,Cipongkor,-6.974070700000,107.380911500000,96,69,165,2,0
PKBM SAKOLA DESA,P9999580,PKBM,Swasta,Kp. Gembong RT. 004 RW. 012,Rancapanggung,Cililin,-7.002100000000,107.436700000000,339,306,645,1,1
PKBM SAMBA INSAN NUSANTARA,P9996589,PKBM,Swasta,"Kp. Sindangkerta, Rt. 02, Rw. 02",Cintakarya,Sindangkerta,-6.979000000000,107.415800000000,125,127,252,5,1
PKBM SIROJUL MUSLIMIN,P9999648,PKBM,Swasta,KP. LANGEU RT.03 RW.12 DESA CIBITUNG,Cibitung,Rongga,.000000000000,.000000000000,120,122,242,5,0
PKBM SUKABARU,P2964702,PKBM,Swasta,Kp. Babakan RT.01 RW.09,Cigugur Girang,Parongpong,-6.802400000000,107.598400000000,57,54,111,4,2
PKBM USWATUN HASANAH,P2964684,PKBM,Swasta,Kp. Cilimus Rt.01 Rw.01,CIKANDE,Saguling,-6.866940000000,107.442320000000,10,9,19,2,1
POS PAUD AL LUQMAN,69891597,SPS,Swasta,MARIBAYA RT. 03 RW. 01,Kayuambon,Lembang,-6.829134300000,107.713342800000,14,7,21,3,1
POS PAUD AL MUNAWWAROH,69836336,SPS,Swasta,KP. MANOKO RT. 04 /03,Cikahuripan,Lembang,-6.802900000000,107.609500000000,14,9,23,3,1
POS PAUD AL-INAYAH,69836269,SPS,Swasta,Kp. Kutalaksana Rt 02/02 Ds. Mandalawangi,Mandalawangi,Cipatat,-6.809232300000,107.365336900000,23,14,37,2,1
POS PAUD AMARILIS,69836328,SPS,Swasta,JL. MAMA ADIWARTA RT. 03/RW. 12,Lembang,Lembang,-6.819287000000,107.621101000000,5,4,9,3,2
POS PAUD ANGGREK MEKAR,69836329,SPS,Swasta,MURHADI KP.SUKAJADI RT. 03 / 02,Lembang,Lembang,-6.811251000000,107.617924000000,15,21,36,4,4
POS PAUD ANGGREK VII,69836356,SPS,Swasta,KP. CIKOLE RT. 02 / 07,Cikole,Lembang,-6.821186500000,107.693212400000,19,30,49,2,3
POS PAUD ASTER,69836299,SPS,Swasta,BOTANI RAYA,Tanimulya,Ngamprah,-6.860600000000,107.523200000000,10,10,20,2,1
POS PAUD BARKATUL HUDA,69891600,SPS,Swasta,Kp. Cikareumbi RT. 03 RW. 04,Cikidang,Lembang,-6.818470300000,107.703486700000,15,22,37,2,1
POS PAUD BHAYANGKARA CERIA,69836330,SPS,Swasta,SUKAMANTRI NO.01 RT. 01 / RW. 06,Lembang,Lembang,-6.815648000000,107.617589000000,17,15,32,2,4
Pos Paud Cempaka,69967350,SPS,Swasta,Jl. Dirawinata Kp. Cukangkawung Rt 01/XI,Tanimulya,Ngamprah,-6.854000000000,107.532400000000,24,19,43,3,1
POS PAUD GRAHA ROSELLA,69836295,SPS,Swasta,GRAHA BUKIT RAYA,Cilame,Ngamprah,-6.855000000000,107.523300000000,8,7,15,5,2
POS PAUD HARAPAN BUNDA 04,69836315,SPS,Swasta,CIJENGKOL RT. 03 /04,Wangunsari,Lembang,-6.848900000000,107.606500000000,36,34,70,3,1
POS PAUD HARAPAN BUNDA 11,69836310,SPS,Swasta,KP. ARENG RT.03/12,Wangunsari,Lembang,-6.806089100000,107.646315000000,9,16,25,2,1
POS PAUD HARAPAN BUNDA 14,69836312,SPS,Swasta,CIRATEUN PEUNTAS RT.02 / RW.13,Wangunsari,Lembang,-6.822927800000,107.652551600000,22,11,33,5,1
POS PAUD JERUK MANIS,69836327,SPS,Swasta,CIJERUK RT. 04 / RW. 08,Lembang,Lembang,-6.823900000000,107.624100000000,17,23,40,4,3
POS PAUD KASTURI,69836337,SPS,Swasta,KP. BARUNAGRI RT. 02 /03,Sukajaya,Lembang,-6.788480100000,107.614934000000,11,15,26,2,1
POS PAUD KENANGA,69967483,SPS,Swasta,Jl. Bunisari Rt.02/11,Gadobangkong,Ngamprah,-6.869885000000,107.515565000000,9,4,13,2,1
POS PAUD KENANGA MEKAR,69836320,SPS,Swasta,KP. BUNIWANGI,Mekarwangi,Lembang,-6.840454200000,107.601725900000,16,7,23,2,1
POS PAUD KENARI,69836247,SPS,Swasta,JL. DESA BLOK PASANTREN NO. 11,Batujajar Barat,Batujajar,-6.919500000000,107.492700000000,8,17,25,4,1
POS PAUD KUNCUP HARAPAN CERIA,69836333,SPS,Swasta,GG. MINATU RT. 03 / RW.01,Lembang,Lembang,-6.812724000000,107.614598000000,12,10,22,3,3
POS PAUD MELATI,69836287,SPS,Swasta,BUNISARI KULON,Gadobangkong,Ngamprah,-6.868961000000,107.510834000000,3,8,11,0,2
POS PAUD MELATI 01 DARUL AZHAR,69836344,SPS,Swasta,JL. WEDANA NO 130 RT.03/01,Jayagiri,Lembang,-6.811400000000,107.622000000000,10,6,16,3,1
POS PAUD MELATI 02,69836349,SPS,Swasta,SUKAHAJI NO. 100 RT. 02 RW. 02,Jayagiri,Lembang,-6.795116500000,107.610961900000,10,8,18,0,1
POS PAUD MELATI 08,69836347,SPS,Swasta,KP.GENTENG RT.03/08,Jayagiri,Lembang,-6.819129300000,107.705311300000,16,17,33,3,2
POS PAUD MELATI 09 JAYAGIRI,69836345,SPS,Swasta,PONDOK BUAH BATU RT. 03 / 09,Jayagiri,Lembang,-6.787217500000,107.635804500000,6,9,15,2,1
POS PAUD MELATI CERIA,69836362,SPS,Swasta,KP. SUKAMULYA RT. 01 / 02,Cibodas,Lembang,-6.828389000000,107.663870000000,0,0,0,0,1
POS PAUD MELATI PAGERWANGI,69836317,SPS,Swasta,SUKANAGARA NO.9 RT.02/RW.04,Pagerwangi,Lembang,-6.788900000000,107.612666800000,46,47,93,2,1
POS PAUD MUTIARA BUNDA,69836338,SPS,Swasta,PAMECALAN/KOLMAS RT. 01 / 04,Sukajaya,Lembang,-6.837356500000,107.649119800000,10,12,22,1,1
POS PAUD MUTIARA CERIA,69836332,SPS,Swasta,KP. SUKAMANDI JL. MUTIARA II RT. 01/05,Lembang,Lembang,-6.817280000000,107.620692000000,14,12,26,2,2
Pos Paud Nurul Ihsan,69836266,SPS,Swasta,Kp.Sugihmukti Rt.02 / 12,Kertamukti,Cipatat,-6.870280400000,107.347342800000,22,14,36,3,1
POS PAUD NURUL ILMI,69836319,SPS,Swasta,PAGERMANEUH RT. 03 RW. 07,Pagerwangi,Lembang,-6.840700000000,107.621500000000,9,14,23,3,1
POS PAUD PELANGI SARIMUKTI,69836268,SPS,Swasta,KP. JATI RT 01 RW 01,Sarimukti,Cipatat,-6.813600000000,107.343800000000,33,33,66,2,1
POS PAUD PLAMBOYAN 11,69836324,SPS,Swasta,KP. SUKAMAJU TIMUR RT. 02 /11,Kayuambon,Lembang,-6.821058300000,107.674885500000,31,33,64,5,2
POS PAUD PUSTAKA CERIA,69836314,SPS,Swasta,WANGUNSARI RT. 04 RW. 05,Wangunsari,Lembang,-6.845915000000,107.607527000000,13,11,24,4,3
POS PAUD SEKARWANGI 13,69836303,SPS,Swasta,"Jl. Raya Lembang Km 11,5 Kp. cihideung RT 01/13",Gudangkahuripan,Lembang,-6.803900000000,107.673000000000,13,19,32,5,0
Pos Paud TABUCI,69967968,SPS,Swasta,Komplek Taman Bunga Cilame Blok 3 No. 9 Rt 1/23,Cilame,Ngamprah,-6.849742000000,107.512727000000,6,2,8,2,2
POS PAUD TERPADU KARTINI PKM WADAH CIBODAS,69962133,SPS,Swasta,jl. maribaya timur kp. babakan jati rt.04 rw.05,Cibodas,Lembang,-6.823800000000,107.682400000000,11,24,35,2,1
POS PAUD TUNAS CERIA,69836321,SPS,Swasta,MARIBAYA N0 292 KM 3,Langensari,Lembang,-6.827004000000,107.643592000000,6,18,24,3,1
POS PAUD TUNAS HARAPAN 1,69836366,SPS,Swasta,JL. MARIBAYA TIMUR KP. PATROL RT. 01 / 06,Suntenjaya,Lembang,-6.829284000000,107.704682000000,13,9,22,4,1
POS PAUD TUNAS HARAPAN II,69836367,SPS,Swasta,MARIBAYA TIMUR,Suntenjaya,Lembang,-6.826046000000,107.698846000000,6,10,16,4,2
POS PAUD TUNAS HARAPAN III,69836368,SPS,Swasta,DAGO RT. 01 RW. 17,Suntenjaya,Lembang,-6.824171000000,107.694511000000,11,14,25,2,2
POS PAUD WIJAYA KUSUMA,69836323,SPS,Swasta,JL/ WIJAYA NO. 4 RT.02 RW.03,Kayuambon,Lembang,-6.785806400000,107.656321500000,10,14,24,3,1
PUSPA MEKAR,69836163,SPS,Swasta,NUNUK,Cililin,Cililin,-6.944812000000,107.458281000000,23,19,42,1,1
RAUDHATUL KASYFI AL HUDA,69835840,KB,Swasta,BOBOJONG,Mukapayung,Cililin,-6.981090000000,107.437491000000,13,24,37,3,1
Riyadhul Balaghoh,69836151,SPS,Swasta,Kp. Tanjungsari,Pasirpogor,Sindangkerta,-6.705538000000,108.384000000000,12,8,20,2,1
RIYADUL BIDAYAH,69835914,KB,Swasta,KP LAMPING RT 01 RW 01,Sirnagalih,Cipongkor,-6.942257100000,107.384782000000,24,18,42,2,1
RIYADUL MUTAQIN,69836156,SPS,Swasta,KP. POPONCOL RT 01/07,Mukapayung,Cililin,-6.986879700000,107.440416100000,24,17,41,1,1
ROEMAH PELANGI,69836296,SPS,Swasta,KOMPLEK BUMIPAKUSARAKAN II BLOK D NO 3,Tanimulya,Ngamprah,-6.860413000000,107.528711000000,7,10,17,2,1
ROJAUL HIDAYAH,69836145,SPS,Swasta,KP. CIAWITALI RT. 03 / 14,Cicangkang Girang,Sindangkerta,-7.038218700000,107.448582700000,21,18,39,3,1
SABILILMUTTAQIN,69835858,KB,Swasta,SUMUR BANDUNG,Cililin,Cililin,-7.020975500000,107.447384300000,0,0,0,1,0
SALAK MANIS,69835954,KB,Swasta,KP. SELAJAMBE RT. 04 / 13,Citatah,Cipatat,-6.844493500000,107.397216100000,33,42,75,5,1
SAMUDRA KIDS,69836084,KB,Swasta,LEBAK WISATA RW. 06,Cipeundeuy,Cipeundeuy,-6.794434000000,107.382247000000,16,15,31,1,0
SARTIKA,69835878,KB,Swasta,CIRIRIP,Mukapayung,Cililin,-6.986955000000,107.439101000000,25,24,49,4,1
SATU ATAP SDN 2 CIJAWA,69891480,TK,Swasta,Jl. Sukahaji RT 01/ RW 01,Sukahaji,Cipeundeuy,-6.733500000000,107.365800000000,21,31,52,1,1
SATU ATAP SDN 3 GUNUNGHALU,69891452,TK,Swasta,Kp. Legokkondang,Sirnajaya,Gununghalu,-7.031708000000,107.308521000000,25,23,48,2,0
SAWO MANIS,69835949,KB,Swasta,KP. CITATAH,Citatah,Cipatat,-6.810459300000,107.383122100000,42,38,80,4,1
SD ADVENT PARONGPONG,20227510,SD,Swasta,"Jl. Kolonel Masturi Km 6,5 RT. 01 RW.14",Cihanjuang Rahayu,Parongpong,-6.804600000000,107.578200000000,48,37,85,9,1
SD AL AZHAR SYIFA BUDI PARAHYANGAN,20252014,SD,Swasta,Jl. Raya Cimareme No.340,Cimareme,Ngamprah,-6.861600000000,107.501400000000,230,257,487,26,1
SD AL QURAN BINA MULYA,70025412,SD,Swasta,Jl. Lingkungan Kampung Cijerah RT 001 RW 003,Tanimulya,Ngamprah,.000000000000,.000000000000,260,229,489,37,2
SD ALAM QURAN NUR MADANI,70040071,SD,Swasta,Kp. Tutugan No. 294 Rt.001 Rw.006,Cihanjuang Rahayu,Parongpong,-6.830295000000,107.569675000000,131,116,247,11,4
SD ALAM QURANI,70046494,SD,Swasta,KP.CIKAWUNG RT.03 RW.08,Sukamulya,Cipongkor,.000000000000,.000000000000,5,4,9,4,1
SD ALAM SACITA,70050786,SD,Swasta,Jl. Rancakuda RT. 004 RW. 002,Citapen,Cihampelas,-6.931700000000,107.490100000000,32,16,48,7,3
SD AMAL KELUARGA,20267606,SD,Swasta,Jl. Cigugur Girang No.297 RT.04 RW.05,Cigugur Girang,Parongpong,-6.803300000000,107.595000000000,60,51,111,8,1
SD ARAFAH,20206672,SD,Swasta,Kp. Pasirjati,Mukapayung,Cililin,-6.997200000000,107.472400000000,76,84,160,11,2
